55.47198, 10.4147, 488.05
55.47260299, 10.41666069, 507.98
55.47263707, 10.41662765, 507.98
55.47267116, 10.41659462, 507.98
55.47270524, 10.41656159, 507.98
55.47273932, 10.41652856, 507.98
55.4727734, 10.41649553, 507.98
55.47280749, 10.4164625, 507.98
55.47284157, 10.41642947, 507.98
55.47287565, 10.41639644, 507.98
55.47290973, 10.41636341, 507.98
55.47294382, 10.41633038, 507.98
55.4729779, 10.41629734, 507.98
55.47301198, 10.41626431, 507.98
55.47304606, 10.41623128, 507.98
55.47308014, 10.41619825, 507.98
55.47311423, 10.41616522, 507.98
55.47314831, 10.41613219, 507.98
55.47318239, 10.41609915, 507.98
55.47321647, 10.41606612, 507.98
55.47325056, 10.41603309, 507.98
55.47328464, 10.41600006, 507.98
55.47331872, 10.41596703, 507.98
55.4733528, 10.415934, 507.98
55.47338689, 10.41590096, 507.98
55.47342097, 10.41586793, 507.98
55.47345505, 10.4158349, 507.98
55.47348913, 10.41580187, 507.98
55.47352321, 10.41576883, 507.98
55.4735573, 10.4157358, 507.98
55.47359138, 10.41570277, 507.98
55.47362546, 10.41566974, 507.98
55.47365954, 10.41563671, 507.98
55.47369362, 10.41560367, 507.98
55.47372771, 10.41557064, 507.98
