55.47219, 10.41534, 507.98
55.47219, 10.41534, 507.98
55.47223492, 10.41534161, 507.98
55.47227983, 10.41534322, 507.98
55.47232475, 10.41534483, 507.98
55.47236966, 10.41534644, 507.98
55.47241458, 10.41534805, 507.98
55.47245949, 10.41534966, 507.98
55.47250441, 10.41535127, 507.98
55.47254932, 10.41535288, 507.98
55.47259424, 10.41535449, 507.98
55.47263915, 10.4153561, 507.98
55.47268407, 10.4153577, 507.98
55.47272898, 10.41535931, 507.98
55.4727739, 10.41536092, 507.98
55.47281881, 10.41536253, 507.98
55.47286373, 10.41536414, 507.98
55.47290864, 10.41536575, 507.98
55.47295356, 10.41536736, 507.98
55.47299847, 10.41536897, 507.98
55.47304339, 10.41537058, 507.98
55.4730883, 10.41537219, 507.98
55.47313322, 10.4153738, 507.98
55.47317813, 10.41537541, 507.98
55.47322305, 10.41537702, 507.98
55.47326796, 10.41537863, 507.98
55.47331288, 10.41538024, 507.98
55.47335779, 10.41538185, 507.98
55.47340271, 10.41538346, 507.98
55.47344762, 10.41538507, 507.98
55.47349253, 10.41538668, 507.98
55.47353745, 10.41538829, 507.98
55.47358236, 10.4153899, 507.98
55.47362728, 10.41539151, 507.98
55.47367219, 10.41539312, 507.98
