55.47228, 10.41148, 20
55.47228, 10.41148, 20
55.47227831, 10.41155903, 20
55.47227661, 10.41163806, 20
55.47227492, 10.41171709, 20
55.47227322, 10.41179612, 20
55.47227153, 10.41187516, 20
55.47226983, 10.41195419, 20
55.47226813, 10.41203322, 20
55.47226644, 10.41211225, 20
55.47226474, 10.41219128, 20
55.47226305, 10.41227031, 20
55.47226135, 10.41234934, 20
55.47225965, 10.41242837, 20
55.47225796, 10.4125074, 20
55.47225626, 10.41258644, 20
55.47225457, 10.41266547, 20
55.47225287, 10.4127445, 20
55.47225117, 10.41282353, 20
55.47224948, 10.41290256, 20
55.47224778, 10.41298159, 20
55.47224608, 10.41306062, 20
55.47224439, 10.41313965, 20
55.47224269, 10.41321868, 20
55.47224099, 10.41329771, 20
55.4722393, 10.41337674, 20
55.4722376, 10.41345578, 20
55.4722359, 10.41353481, 20
55.47223421, 10.41361384, 20
55.47223251, 10.41369287, 20
55.47223081, 10.4137719, 20
55.47222912, 10.41385093, 20
55.47222742, 10.41392996, 20
55.47222572, 10.41400899, 20
55.47222402, 10.41408802, 20
55.47222233, 10.41416705, 20
55.47222063, 10.41424608, 20
55.47221893, 10.41432512, 20
55.47221724, 10.41440415, 20
55.47221554, 10.41448318, 20
55.47221384, 10.41456221, 20
55.47221214, 10.41464124, 20
55.47221045, 10.41472027, 20
55.47220875, 10.4147993, 20
55.47220705, 10.41487833, 20
55.47220535, 10.41495736, 20
